MU,OPT_USED,N2,T0,F0,F_AVG,F_MIN,F_MAX,AVG_BEST_AT,MIN_BEST_AT,MAX_BEST_AT,INIT_NB_TRUCKS,AVG_NB_TRUCKS,MIN_NB_TRUCKS,MAX_NB_TRUCKS,AVG_EXEC_T,MIN_EXEC_T,MAX_EXEC_T
0.96,RSE,1000,40,1010.1699261909787,422.7489485716368,422.7489485716368,422.7489485716368,11269.0,11269,11269,6,3.0,3,3,54512163400.0,54512163400,54512163400
0.96,RSE,1000,50,1067.4281872532524,379.10944743455724,379.10944743455724,379.10944743455724,10641.0,10641,10641,7,3.0,3,3,58634183500.0,58634183500,58634183500
0.96,RSE,1000,60,1019.4746794986247,361.1335001609543,361.1335001609543,361.1335001609543,12782.0,12782,12782,6,3.0,3,3,69422728300.0,69422728300,69422728300
0.96,RSE,1000,70,1085.8400142845865,365.4914227640788,365.4914227640788,365.4914227640788,12813.0,12813,12813,7,3.0,3,3,68579747800.0,68579747800,68579747800
0.96,RSE,1000,80,943.8654937024693,361.1335001609543,361.1335001609543,361.1335001609543,12462.0,12462,12462,6,3.0,3,3,65948198100.0,65948198100,65948198100
0.96,RSE,1000,90,1000.6585364028648,408.7245981531396,408.7245981531396,408.7245981531396,13408.0,13408,13408,6,3.0,3,3,63668292000.0,63668292000,63668292000
0.96,RSE,1000,100,893.8334506372837,422.1378951173625,422.1378951173625,422.1378951173625,11477.0,11477,11477,6,3.0,3,3,59839305400.0,59839305400,59839305400
0.96,RSE,1000,150,996.8671216916435,394.5453205547923,394.5453205547923,394.5453205547923,16254.0,16254,16254,6,3.0,3,3,65729496900.0,65729496900,65729496900
0.96,RSE,1000,200,905.3454120469858,427.6223071623116,427.6223071623116,427.6223071623116,11809.0,11809,11809,6,3.0,3,3,57748977900.0,57748977900,57748977900
0.96,RSE,1000,300,1065.9428114643013,438.55247269778755,438.55247269778755,438.55247269778755,22318.0,22318,22318,7,3.0,3,3,63221896300.0,63221896300,63221896300
0.96,RSE,1000,400,905.2707384684824,418.5864432472055,418.5864432472055,418.5864432472055,32636.0,32636,32636,6,3.0,3,3,63402512500.0,63402512500,63402512500
0.96,RSE,1000,500,979.352492890468,366.432553445066,366.432553445066,366.432553445066,15319.0,15319,15319,6,3.0,3,3,75402868500.0,75402868500,75402868500
0.96,RSE,1000,1000,1006.6907609742314,424.2081083589994,424.2081083589994,424.2081083589994,19230.0,19230,19230,6,3.0,3,3,65715579600.0,65715579600,65715579600
0.96,RI,1000,3,1069.0274647991864,361.13350016095427,361.13350016095427,361.13350016095427,2063.0,2063,2063,7,3.0,3,3,59934598800.0,59934598800,59934598800
0.96,RI,1000,4,1039.1581727807175,377.1659386478026,377.1659386478026,377.1659386478026,1142.0,1142,1142,6,3.0,3,3,52267447100.0,52267447100,52267447100
0.96,RI,1000,5,1018.7125939209159,361.1335001609543,361.1335001609543,361.1335001609543,6014.0,6014,6014,6,3.0,3,3,60976428700.0,60976428700,60976428700
0.96,RI,1000,6,983.3112779356123,374.9408842784353,374.9408842784353,374.9408842784353,4476.0,4476,4476,6,3.0,3,3,50613321200.0,50613321200,50613321200
0.96,RI,1000,7,916.6253335795063,400.56501360659854,400.56501360659854,400.56501360659854,9503.0,9503,9503,6,3.0,3,3,52733442400.0,52733442400,52733442400
0.96,RI,1000,8,981.4032960620245,395.06527185107,395.06527185107,395.06527185107,9313.0,9313,9313,6,3.0,3,3,64289895000.0,64289895000,64289895000
0.96,RI,1000,9,1037.5104331476111,375.60473671468594,375.60473671468594,375.60473671468594,8721.0,8721,8721,6,3.0,3,3,55842137800.0,55842137800,55842137800
0.96,RI,1000,10,893.9788165211977,370.45464491000473,370.45464491000473,370.45464491000473,4035.0,4035,4035,6,3.0,3,3,89818420700.0,89818420700,89818420700
0.96,RI,1000,15,911.5643002389611,404.3717603388196,404.3717603388196,404.3717603388196,13148.0,13148,13148,6,3.0,3,3,63009446700.0,63009446700,63009446700
